#{"t_start": 1781910846.894009, "env_id": "None"}
1.69,155,1693.231002
1.88,124,1694.051549
1.61,120,1694.376733
1.88,32,1694.463497
1.48,161,1694.879096
1.88,69,1695.047064
1.88,38,1695.140182
1.88,19,1695.183756
-1.29,107,1695.933245
1.88,19,1695.984523
1.68,159,1696.409953
1.88,127,1696.747083
-3.1,48,1696.8735
1.88,74,1697.532655
-1.62,103,1697.778868
1.66,131,1698.085505
-1.3,96,1698.333051
-3.05,124,1698.696504
1.54,149,1699.904687
1.88,27,1699.98562
-2.01,139,1700.360402
1.88,23,1700.423799
1.88,27,1700.48967
-1.41,139,1700.825206
1.88,19,1700.871776
-1.36,135,1701.743026
-1.01,152,1702.164468
1.88,23,1702.232292
1.47,133,1702.609663
1.88,15,1702.649513
1.88,39,1702.757463
1.88,36,1702.855526
1.13,142,1703.707025
1.88,23,1703.76244
1.37,135,1704.084752
1.73,154,1704.465618
-1.37,101,1705.365228
1.88,63,1705.595471
1.88,63,1705.825312
1.88,35,1705.940123
-2.63,103,1706.254242
-1.97,93,1706.510132
1.85,145,1707.328243
-3.75,109,1707.601977
1.88,29,1707.678067
1.88,43,1707.794976
1.88,47,1707.918942
1.68,143,1708.311228
1.88,39,1708.419669
1.88,22,1708.475276
1.88,47,1708.601834
1.64,154,1709.554171
1.88,40,1709.656012
1.25,120,1709.961778
-1.14,102,1710.213462
1.88,39,1710.325184
1.37,146,1711.185694
1.47,158,1711.671031
1.88,22,1711.749803
1.88,43,1711.908678
-1.13,137,1712.371924
1.88,24,1712.459548
1.88,21,1712.517059
-2.47,81,1713.144599
1.88,53,1713.269008
1.88,38,1713.360607
1.88,23,1713.41404
1.88,22,1713.465573
1.88,56,1713.601535
1.88,35,1713.700283
1.88,43,1713.829289
1.88,47,1713.97126
1.88,28,1714.055289
1.88,70,1714.245839
-2.14,135,1715.184226
1.88,31,1715.262737
1.9,162,1715.669618
1.88,32,1715.744931
-1.3,108,1715.997303
1.09,145,1716.789594
-1.93,134,1717.181728
-1.78,72,1717.389002
1.88,18,1717.43823
1.88,39,1717.544856
1.88,39,1717.650646
1.33,150,1718.106501
1.88,43,1718.845629
1.88,39,1718.937138
1.88,76,1719.122379
1.88,39,1719.245769
1.88,63,1719.421218
-1.26,154,1719.804281
1.88,86,1720.037001
-1.41,143,1720.886705
1.88,64,1721.048723
1.88,23,1721.107938
1.88,34,1721.195741
-1.92,146,1721.599609
1.88,42,1721.69967
1.4,132,1722.432168
1.66,151,1722.831791
1.88,27,1722.901445
1.61,141,1723.264401
-1.67,117,1723.565378
1.88,91,1724.313755
1.88,44,1724.45991
1.88,52,1724.629426
-1.51,87,1724.913274
1.88,32,1725.010096
1.88,19,1725.067538
-1.05,112,1725.387597
1.88,42,1725.489146
-1.59,138,1726.318601
-1.75,151,1726.711898
-1.29,99,1726.968709
1.88,18,1727.013912
1.88,25,1727.089459
1.88,47,1727.229821
1.88,25,1727.296523
1.88,27,1727.367385
1.88,50,1727.909598
1.88,48,1728.027471
1.88,47,1728.140891
1.88,38,1728.230438
-2.18,77,1728.415569
1.88,31,1728.493074
1.55,148,1728.879453
1.46,153,1729.816233
1.88,43,1729.92835
1.88,46,1730.057041
1.48,159,1730.470213
-1.4,125,1730.84156
-1.78,149,1731.830649
1.88,23,1731.893985
-3.03,139,1732.251235
-1.7,122,1732.567754
-1.41,116,1732.874972
1.88,27,1732.950308
-1.05,144,1733.726079
1.88,15,1733.761542
1.88,44,1733.863845
1.88,33,1733.942009
1.88,39,1734.033174
-1.53,141,1734.371088
1.88,19,1734.422229
1.88,23,1734.480139
1.58,127,1735.288813
-2.15,106,1735.576123
1.38,109,1735.857608
1.14,148,1736.218374
1.88,28,1736.283188
1.72,128,1737.063502
1.88,19,1737.156296
1.44,157,1737.685785
1.88,25,1737.770294
1.88,39,1737.886258
1.6,151,1738.289283
-1.16,145,1739.146664
1.67,138,1739.526859
1.88,33,1739.603194
-1.6,132,1739.92081
1.88,23,1739.976915
1.72,88,1740.197736
-1.31,142,1741.038723
1.88,55,1741.185904
1.88,23,1741.263367
1.88,23,1741.331124
1.88,31,1741.410963
-1.3,151,1741.802231
1.88,19,1741.850742
1.31,152,1742.649104
-1.6,149,1742.99805
1.62,137,1743.415481
1.88,43,1743.570812
-2.06,146,1744.574525
1.42,98,1744.833908
1.68,123,1745.145637
-1.04,142,1745.497923
1.88,31,1745.574313
1.14,143,1746.375168
1.88,30,1746.454125
1.88,32,1746.534372
1.62,128,1746.863353
1.88,36,1746.957333
-1.32,158,1747.386455
1.88,31,1747.467888
1.28,116,1748.249263
-1.07,145,1748.606991
1.88,28,1748.679029
-2.8,84,1748.879969
1.71,152,1749.301666
1.7,131,1750.337887
1.88,35,1750.454814
-1.2,150,1750.881064
1.88,127,1751.205486
1.88,64,1751.383326
1.88,19,1751.427828
1.88,19,1751.47276
1.88,23,1751.957107
1.88,39,1752.04852
1.88,27,1752.112039
1.67,140,1752.473523
1.88,28,1752.545831
1.65,139,1752.904003
1.88,117,1753.204916
1.88,23,1753.762106
1.88,16,1753.802207
-1.39,136,1754.137066
1.88,35,1754.219743
-1.17,112,1754.487736
1.88,35,1754.569057
1.77,131,1754.890098
-2.09,107,1755.635831
1.88,23,1755.700073
1.88,30,1755.777838
1.88,139,1756.213063
1.7,129,1756.658237
-3.22,70,1756.896474
1.88,75,1757.5683
1.88,35,1757.650552
1.32,145,1757.991271
1.07,114,1758.282444
-2.65,96,1758.530879
1.56,147,1759.452601
1.88,23,1759.512981
1.88,42,1759.625762
1.88,53,1759.770136
1.88,43,1759.877222
-1.26,63,1760.036695
1.88,35,1760.120619
1.71,127,1760.430075
-2.35,59,1760.569972
1.21,130,1761.354287
1.88,40,1761.460584
1.35,152,1761.856891
1.34,145,1762.235582
1.88,60,1763.027278
1.43,148,1763.42176
1.81,155,1763.8101
1.88,43,1763.908914
-1.27,149,1764.278896
1.88,22,1764.81235
1.88,26,1764.878825
1.88,44,1764.995211
1.88,36,1765.088253
1.88,15,1765.127413
1.88,20,1765.181292
1.88,99,1765.439648
1.72,58,1765.603163
1.88,27,1765.671049
1.88,28,1765.747002
1.58,161,1766.58594
1.26,161,1766.967128
1.88,39,1767.06632
1.88,26,1767.149899
-2.63,95,1767.404915
1.25,157,1767.81774
1.88,23,1768.356649
-1.69,148,1768.781236
1.88,18,1768.843682
1.88,26,1768.927809
1.48,149,1769.443633
1.88,88,1769.682901
1.88,23,1769.743074
1.88,36,1769.839516
-1.92,41,1770.424973
1.88,34,1770.517
1.88,46,1770.640677
1.88,27,1770.710926
1.88,50,1770.836393
1.33,149,1771.209425
1.88,35,1771.321656
1.62,156,1772.137222
1.1,107,1772.383249
1.88,31,1772.456426
1.88,33,1772.532632
1.59,39,1772.622544
1.64,159,1773.01337
1.88,54,1773.149931
1.88,48,1773.269576
1.88,92,1773.996197
1.69,154,1774.383414
1.67,146,1774.740602
-1.5,90,1774.978652
1.88,23,1775.044275
1.32,144,1776.042564
-2.12,74,1776.373621
1.88,39,1776.582373
-1.14,143,1777.119236
-2.7,93,1777.396035
1.62,130,1778.192474
1.58,158,1778.563722
1.2,142,1778.909321
-1.82,125,1779.288169
-1.06,147,1780.210057
1.88,34,1780.307626
1.88,39,1780.413802
1.5,155,1780.827579
1.88,63,1780.983283
1.88,39,1781.074726
-3.4,74,1781.815367
1.88,24,1781.890728
1.88,39,1782.022379
1.36,155,1782.488372
1.88,110,1782.773598
-1.32,76,1782.989291
1.88,11,1783.018406
1.88,28,1783.096378
1.88,31,1783.188685
1.88,18,1783.238421
1.88,28,1783.838395
-1.31,105,1784.092598
1.16,155,1784.475194
1.88,27,1784.540761
1.88,51,1784.657382
1.88,26,1784.722458
1.88,27,1784.787919
1.46,152,1785.65784
1.88,28,1785.736366
-1.31,136,1786.09106
1.88,59,1786.242769
1.88,31,1786.323316
1.88,27,1786.394644
1.59,147,1786.781555
1.88,87,1787.438333
1.88,46,1787.554908
1.88,50,1787.700961
1.55,148,1788.208456
1.88,30,1788.313681
-3.41,72,1788.552168
-1.88,139,1789.469653
1.14,154,1789.868185
1.37,104,1790.114407
1.88,52,1790.238817
1.6,124,1790.535379
1.88,35,1790.619385
1.88,23,1791.135038
1.88,34,1791.222074
1.88,52,1791.386449
1.88,32,1791.46861
1.06,141,1791.832723
1.88,23,1791.890351
1.61,124,1792.208184
1.58,158,1793.062015
1.88,67,1793.221563
1.46,96,1793.447749
1.88,56,1793.579514
-1.26,154,1793.982046
1.88,27,1794.062716
-1.09,133,1795.107429
-1.76,107,1795.392177
1.88,54,1795.535917
-1.05,143,1795.9127
1.88,36,1795.998844
1.17,155,1796.795471
-1.49,138,1797.177812
1.88,15,1797.222038
1.88,50,1797.359299
-2.54,43,1797.472436
1.73,29,1797.549196
1.76,160,1797.972309
1.88,44,1798.566135
1.65,148,1798.932069
-1.93,123,1799.231868
-1.11,134,1799.596204
-1.65,131,1800.440042
1.88,30,1800.527249
1.88,52,1800.705335
-1.15,123,1801.143595
1.88,36,1801.263323
1.88,30,1801.381415
1.88,35,1801.476059
1.64,158,1802.332296
1.88,28,1802.396017
1.88,63,1802.544423
1.88,35,1802.625487
1.88,32,1802.70388
1.88,27,1802.767513
-2.43,104,1803.010415
-3.88,89,1803.238179
1.18,134,1804.049741
1.88,24,1804.11169
1.88,48,1804.236621
1.88,27,1804.307106
1.88,28,1804.37979
-1.36,104,1804.663077
1.88,23,1804.731464
1.88,37,1804.832377
1.88,100,1805.06906
-2.95,89,1805.282739
-1.33,151,1806.096874
1.42,154,1806.495234
-1.79,94,1806.764532
1.88,69,1806.965733
1.88,27,1807.069192
-3.08,124,1808.05942
1.66,135,1808.376503
-1.37,144,1808.706322
1.64,128,1809.006191
1.67,152,1809.923314
1.61,146,1810.323458
1.88,70,1810.513866
1.88,44,1810.633978
1.88,92,1810.875492
1.16,145,1811.665257
1.54,156,1812.037751
1.88,35,1812.125992
-2.21,23,1812.184786
1.88,47,1812.307459
1.88,62,1812.468083
1.88,31,1812.550994
1.68,34,1812.639114
1.85,164,1813.695662
1.88,60,1813.898944
1.88,39,1814.02289
-2.89,128,1814.357381
1.16,145,1815.172081
1.1,150,1815.56447
-1.17,90,1815.797633
1.88,15,1815.844906
1.88,37,1815.939477
-1.99,117,1816.251065
1.88,18,1816.299995
1.88,28,1816.374702
1.88,41,1816.946919
-1.06,139,1817.298644
1.88,36,1817.390757
-1.18,102,1817.643716
1.88,31,1817.715659
-1.23,108,1817.975548
1.88,27,1818.045038
-1.65,119,1818.827854
1.88,17,1818.870628
-1.43,128,1819.200035
-2.99,88,1819.511868
1.88,91,1819.815413
1.88,46,1819.960814
-1.19,118,1820.791731
-2.59,78,1820.990117
1.13,134,1821.365477
1.88,56,1821.513179
1.88,22,1821.57046
-2.21,136,1821.91976
-2.83,101,1822.657904
1.88,26,1822.726266
1.88,53,1822.858475
-3.71,79,1823.042885
1.88,19,1823.088334
1.88,23,1823.142695
-2.04,117,1823.418494
1.73,76,1823.593368
1.88,32,1823.669547
1.88,31,1823.744962
-2.88,84,1824.434542
1.88,44,1824.547659
1.88,63,1824.715913
1.88,28,1824.797529
-1.2,122,1825.125412
1.88,63,1825.295129
1.88,36,1825.388855
-1.04,136,1826.275416
1.88,30,1826.371191
-1.49,139,1826.797254
1.88,32,1826.880714
1.88,42,1826.998716
-2.54,124,1827.348001
1.31,143,1828.205828
1.88,35,1828.305013
1.88,24,1828.370123
1.16,145,1828.725406
1.88,24,1828.781102
1.88,27,1828.843756
1.11,136,1829.158805
1.88,39,1829.268117
1.88,40,1829.880929
1.09,126,1830.203393
1.6,124,1830.529926
1.88,23,1830.590479
1.21,158,1830.999444
1.88,19,1831.04908
1.88,40,1831.153284
1.88,27,1831.699567
1.88,14,1831.733717
1.52,32,1831.809781
-2.25,106,1832.074071
1.07,131,1832.467295
1.88,45,1832.618655
1.88,28,1832.718098
1.88,56,1832.911529
1.88,71,1833.126767
1.48,143,1833.979204
-1.9,69,1834.157149
1.88,40,1834.258728
1.88,19,1834.307959
1.71,128,1834.619888
1.88,19,1834.665638
1.88,43,1834.77221
1.88,32,1834.84939
1.88,18,1834.89111
1.88,27,1835.393919
1.24,156,1835.804527
1.88,33,1835.887036
-1.02,143,1836.282084
1.88,19,1836.342642
1.88,26,1836.421139
1.88,32,1836.523694
1.88,40,1836.650356
1.88,36,1836.750629
1.88,30,1837.454574
1.19,148,1837.886144
1.31,109,1838.204709
1.88,37,1838.313715
1.88,43,1838.44321
1.88,27,1838.527946
1.88,46,1838.695673
1.88,31,1838.82599
1.88,15,1838.89071
1.88,19,1838.96195
1.2,150,1840.068072
1.88,23,1840.131652
1.12,143,1840.546498
1.65,128,1840.884033
1.88,43,1840.997238
1.88,23,1841.057793
1.88,40,1841.646224
1.55,141,1842.008096
-3.32,116,1842.313061
1.88,45,1842.433067
1.74,86,1842.678087
1.88,36,1842.770509
1.4,148,1843.610326
-1.1,146,1843.965703
1.88,79,1844.158388
-3.15,106,1844.408806
-3.88,132,1845.330423
1.88,60,1845.547574
1.88,35,1845.683251
-1.65,102,1845.996719
1.88,56,1846.15
-1.52,125,1846.465725
1.88,23,1846.522874
1.88,48,1846.656502
1.88,23,1846.719019
-1.99,107,1847.424488
1.11,155,1847.788134
1.88,24,1847.846704
1.88,20,1847.89683
-2.03,132,1848.260858
-1.28,126,1849.043706
1.88,35,1849.130455
1.88,18,1849.176134
1.88,17,1849.223577
1.81,153,1849.674289
1.7,129,1849.982231
1.88,39,1850.073821
-5.03,85,1850.703737
1.8,155,1851.20368
1.88,59,1851.443447
1.79,157,1851.983444
1.88,95,1852.294872
-1.96,118,1853.064173
1.88,23,1853.120897
-3.26,51,1853.241804
1.33,134,1853.554912
1.88,30,1853.62596
-1.37,118,1853.903985
1.88,63,1854.059864
1.88,27,1854.591833
1.88,45,1854.710935
1.88,27,1854.79318
1.88,31,1854.882141
1.65,156,1855.311972
1.88,14,1855.35454
1.88,71,1855.549906
1.73,59,1855.711095
1.17,149,1856.520674
1.88,78,1856.703429
1.44,149,1857.082913
-2.15,55,1857.241051
1.04,121,1857.565502
1.64,149,1858.680733
1.17,148,1859.061735
1.88,36,1859.14646
-2.37,96,1859.422809
1.88,27,1859.489884
1.88,46,1859.598963
1.88,48,1859.71291
1.32,155,1860.568978
1.88,22,1860.625988
1.88,23,1860.686795
-1.71,139,1861.043573
-2.71,106,1861.318635
1.55,146,1862.168712
1.88,27,1862.231988
1.88,32,1862.310141
1.88,43,1862.413267
-2.85,70,1862.576215
1.88,77,1862.757991
1.88,22,1862.810841
1.88,31,1862.881777
1.57,144,1863.248893
-3.01,102,1863.98831
1.17,145,1864.477287
1.88,27,1864.567013
1.88,23,1864.646834
1.88,32,1864.752959
1.88,65,1864.96219
1.71,156,1865.784933
1.27,113,1866.068735
1.59,148,1866.459864
1.61,123,1866.7771
1.12,152,1867.675712
1.88,59,1867.82436
1.88,24,1867.880806
1.88,81,1868.066894
1.88,31,1868.139902
1.88,19,1868.183839
1.88,38,1868.273785
-1.58,142,1868.620489
1.88,27,1868.688802
1.58,158,1869.620725
1.21,157,1870.023026
-2.78,104,1870.305248
1.05,147,1871.452818
-3.69,91,1871.671743
-2.75,96,1871.902086
1.88,35,1871.999461
1.88,31,1872.084882
1.88,48,1872.220723
1.56,150,1872.630902
1.88,34,1872.725702
1.88,27,1873.267209
1.58,160,1873.676696
1.88,27,1873.74586
1.54,155,1874.113737
1.71,135,1874.430208
1.88,27,1874.927706
1.88,33,1875.020538
1.79,100,1875.272832
1.88,23,1875.330942
1.88,19,1875.382057
1.61,31,1875.466244
1.7,131,1875.809249
1.88,15,1875.851992
1.88,24,1875.918161
-2.47,135,1876.803425
1.88,31,1876.88313
-1.66,118,1877.255638
1.69,150,1877.706762
1.88,40,1877.811183
1.88,41,1877.922274
1.88,47,1878.043484
1.66,126,1878.850479
1.88,24,1878.918141
1.88,35,1879.079158
1.03,117,1879.470031
1.53,143,1879.837639
1.67,157,1880.634191
1.88,30,1880.705069
1.88,52,1880.834854
1.88,83,1881.043715
1.7,149,1881.44681
1.69,160,1881.857305
1.88,47,1882.46298
1.88,31,1882.541815
1.35,150,1882.905623
1.65,154,1883.32684
1.88,24,1883.407628
1.88,47,1883.550634
-1.19,156,1884.50268
1.88,24,1884.563551
1.88,27,1884.634067
1.07,146,1885.003802
1.67,93,1885.236201
1.88,35,1885.326173
-1.16,141,1886.088449
1.45,141,1886.425141
-3.08,119,1886.731753
1.72,123,1887.039944
1.88,32,1887.120067
1.88,42,1887.24224
-2.99,110,1888.012558
1.62,112,1888.308258
1.88,19,1888.358104
1.88,23,1888.417914
-3.12,143,1888.753719
-2.54,93,1888.970696
1.88,23,1889.026713
1.66,148,1890.079627
-1.93,98,1890.398218
1.88,39,1890.501147
1.87,160,1890.917209
1.88,63,1891.079553
1.58,34,1891.649138
-2.74,128,1891.953143
1.61,142,1892.291341
1.88,28,1892.362974
-1.14,158,1892.753719
1.55,121,1893.539734
-5.31,89,1893.773376
1.72,122,1894.103251
1.88,72,1894.294361
1.88,35,1894.383472
1.88,25,1894.442638
1.88,51,1894.560465
1.73,142,1895.383431
-3.11,58,1895.551841
-1.71,101,1895.86954
1.88,28,1895.957675
1.88,47,1896.123574
1.88,24,1896.204819
1.88,23,1896.280211
1.58,158,1897.309449
1.88,33,1897.404032
1.88,48,1897.524242
1.7,132,1897.83207
1.88,22,1897.883174
1.56,27,1897.948729
1.88,107,1898.199223
1.88,33,1898.278024
1.88,43,1898.384475
-2.0,97,1899.093838
1.72,80,1899.34099
1.73,73,1899.570989
1.88,43,1899.682164
1.88,19,1899.732595
1.88,22,1899.790924
1.88,39,1899.897567
1.88,19,1899.949268
1.21,148,1900.342225
1.58,153,1901.133513
1.09,109,1901.405269
1.88,55,1901.551669
1.7,156,1901.960557
1.88,35,1902.068205
1.88,23,1902.749707
-2.03,108,1903.123259
1.88,42,1903.241286
1.88,35,1903.347794
-1.93,129,1903.68487
1.88,27,1903.750807
1.45,146,1904.101346
1.88,67,1904.702562
1.88,30,1904.781266
-2.85,99,1905.045364
1.88,27,1905.119643
1.88,27,1905.187438
-1.49,114,1905.484244
-1.44,114,1905.777989
1.88,43,1905.901444
1.88,20,1906.434892
1.88,27,1906.499115
1.88,38,1906.596691
1.88,14,1906.633586
-1.14,147,1907.021427
1.53,162,1907.447941
1.88,60,1907.604486
-1.5,107,1908.371963
1.11,132,1908.774624
-1.48,85,1909.07072
-1.07,141,1909.591612
-1.43,103,1910.280553
-1.23,117,1910.5615
1.88,20,1910.612303
-3.64,85,1910.82606
1.88,36,1910.917909
1.88,26,1910.984434
1.88,33,1911.0674
-1.31,146,1911.467073
-1.69,157,1912.342504
1.88,21,1912.39724
1.88,16,1912.43605
-2.05,141,1912.767099
-1.3,152,1913.124844
1.88,32,1913.205741
-1.03,116,1913.954793
1.35,139,1914.325566
1.88,63,1914.490892
1.88,53,1914.626783
1.88,14,1914.662561
1.58,126,1915.033581
1.88,56,1915.784842
1.88,81,1915.989608
1.88,32,1916.067654
1.32,154,1916.435376
1.88,19,1916.485954
1.88,19,1916.533743
1.88,23,1916.590459
-2.56,89,1916.82136
1.72,131,1917.683371
1.88,48,1917.805614
1.88,35,1917.89377
1.88,41,1917.999862
-1.86,48,1918.125012
1.88,40,1918.226902
1.09,141,1918.57111
1.38,154,1919.408304
1.88,37,1919.527086
1.88,27,1919.599917
-3.1,94,1919.856215
1.88,32,1919.944773
1.88,70,1920.125175
1.88,22,1920.180219
1.88,51,1920.308908
1.88,89,1920.547468
1.88,44,1921.141355
1.61,158,1921.643293
1.88,40,1921.761163
-1.53,110,1922.094983
-1.54,151,1922.491482
1.88,26,1922.561698
